,sna,tot,sbi,sarea,mday,ar,bemp,act
1241,YouBike2.0_臺大工綜館南側,26,6,臺大專區,2023-05-27 14:17:34,臺大工學院東南側,18,1
1244,YouBike2.0_臺大樂學館東側,28,5,臺大專區,2023-05-27 14:12:15,臺大文學院西側,23,1
1245,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-05-27 13:58:04,臺大生化科技學系西側,9,1
1246,YouBike2.0_臺大五號館西側,20,2,臺大專區,2023-05-27 14:01:43,臺大生物系館西側,17,1
1248,YouBike2.0_臺大共同教室北側,20,5,臺大專區,2023-05-27 14:18:14,臺大共同教學館東北側,13,1
1249,YouBike2.0_臺大共同教室東南側,12,0,臺大專區,2023-05-27 14:17:34,臺大共同教學館東南側,11,1
1250,YouBike2.0_臺大鹿鳴堂東側,27,9,臺大專區,2023-05-27 14:16:16,臺大鹿鳴廣場人行道側,16,1
1251,YouBike2.0_臺大公館停車場西北側,12,1,臺大專區,2023-05-27 13:34:04,臺大公館停車場西北側,11,1
1252,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-05-27 14:05:05,臺大行政大樓西側,27,1
1253,YouBike2.0_臺大明達館機車停車場,28,1,臺大專區,2023-05-27 14:13:04,臺大明達館西側,27,1
1254,YouBike2.0_臺大二號館,10,1,臺大專區,2023-05-27 13:40:21,臺大物理文物廳北側,9,1
1259,YouBike2.0_臺大椰林小舖,48,3,臺大專區,2023-05-27 14:17:34,臺大椰林小舖旁,44,1
1261,YouBike2.0_臺大原分所北側,12,8,臺大專區,2023-05-27 14:13:15,臺大原子與分子科學研究所東北側,3,1
1264,YouBike2.0_臺大博理館西側,22,9,臺大專區,2023-05-27 14:17:34,臺大博理館西側,13,1
1266,YouBike2.0_臺大森林館北側,10,6,臺大專區,2023-05-27 14:12:15,臺大森林系學系北側,4,1
1267,YouBike2.0_臺大一號館,19,0,臺大專區,2023-05-27 14:16:04,臺大植物魚類標本館一號館北側,19,1
1268,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-05-27 13:55:12,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大四號館東北側,10,1,臺大專區,2023-05-27 13:52:15,臺大園藝暨景觀學系北側,9,1
1271,YouBike2.0_臺大新生教室南側,18,8,臺大專區,2023-05-27 14:18:14,臺大新生教學館南側,10,1
1272,YouBike2.0_臺大鄭江樓北側,10,7,臺大專區,2023-05-27 14:16:16,臺大新聞研究所南側,3,1
1273,YouBike2.0_臺大電機二館東南側,14,0,臺大專區,2023-05-27 14:17:24,臺大電機二館南側,14,1
1277,YouBike2.0_臺大獸醫館南側,24,4,臺大專區,2023-05-27 14:12:15,臺大獸醫系館南側,20,1
1278,YouBike2.0_臺大新體育館東南側,40,8,臺大專區,2023-05-27 14:17:34,臺大體育館東側,32,1
1279,YouBike2.0_臺大明達館北側(員工宿舍),18,1,臺大公館校區,2023-05-27 13:55:23,明達館北側前空地,16,1
